ORTHO,PHON,GPMATCH
rejoué,R%Zwe,(r-R.e-%.j-Z.ou-w.é-e)
rejouer,R%Zwe,(r-R.e-%.j-Z.ou-w.er-e)
réjoui,ReZwi,(r-R.é-e.j-Z.ou-w.i-i)
réjoui,ReZwi,(r-R.é-e.j-Z.ou-w.i-i)
réjouies,ReZwi,(r-R.é-e.j-Z.ou-w.i-i.e-#.s-#)
réjouir,ReZwiR,(r-R.é-e.j-Z.ou-w.i-i.r-R)
réjouirent,ReZwiR,(r-R.é-e.j-Z.ou-w.i-i.r-R.e-#.n-#.t-#)
réjouis,ReZwi,(r-R.é-e.j-Z.ou-w.i-i.s-#)
réjouissaient,ReZwisE,(r-R.é-e.j-Z.ou-w.i-i.ss-s.ai-E.e-#.n-#.t-#)
réjouissais,ReZwisE,(r-R.é-e.j-Z.ou-w.i-i.ss-s.ai-E.s-#)
réjouissait,ReZwisE,(r-R.é-e.j-Z.ou-w.i-i.ss-s.ai-E.t-#)
réjouissance,ReZwis@s,(r-R.é-e.j-Z.ou-w.i-i.ss-s.an-@.c-s.e-#)
réjouissances,ReZwis@s,(r-R.é-e.j-Z.ou-w.i-i.ss-s.an-@.c-s.e-#.s-#)
réjouissant,ReZwis@,(r-R.é-e.j-Z.ou-w.i-i.ss-s.an-@.t-#)
réjouissante,ReZwis@t,(r-R.é-e.j-Z.ou-w.i-i.ss-s.an-@.t-t.e-#)
réjouissantes,ReZwis@t,(r-R.é-e.j-Z.ou-w.i-i.ss-s.an-@.t-t.e-#.s-#)
réjouissent,ReZwis,(r-R.é-e.j-Z.ou-w.i-i.ss-s.e-#.n-#.t-#)
réjouissons,ReZwis§,(r-R.é-e.j-Z.ou-w.i-i.ss-s.on-§.s-#)
réjouit,ReZwi,(r-R.é-e.j-Z.ou-w.i-i.t-#)
relaça,R%lasa,(r-R.e-%.l-l.a-a.ç-s.a-a)
relâcha,R%lASa,(r-R.e-%.l-l.â-A.ch-S.a-a)
relâchât,R%lASa,(r-R.e-%.l-l.â-A.ch-S.â-a.t-#)
relâche,R%lAS,(r-R.e-%.l-l.â-A.ch-S.e-#)
relâché,R%lASe,(r-R.e-%.l-l.â-A.ch-S.é-e)
relâché,R%lASe,(r-R.e-%.l-l.â-A.ch-S.é-e)
relâcher,R%lASe,(r-R.e-%.l-l.â-A.ch-S.er-e)
relâchions,R%lASj§,(r-R.e-%.l-l.â-A.ch-S.i-j.on-§.s-#)
relais,R%lE,(r-R.e-%.l-l.ai-E.s-#)
relancé,R%l@se,(r-R.e-%.l-l.an-@.c-s.é-e)
relancer,R%l@se,(r-R.e-%.l-l.an-@.c-s.er-e)
relatant,R%lat@,(r-R.e-%.l-l.a-a.t-t.an-@.t-#)
relate,R%lat,(r-R.e-%.l-l.a-a.t-t.e-#)
relatent,R%lat,(r-R.e-%.l-l.a-a.t-t.e-#.n-#.t-#)
relater,R%late,(r-R.e-%.l-l.a-a.t-t.er-e)
relateront,R%latR§,(r-R.e-%.l-l.a-a.t-t.e-#.r-R.on-§.t-#)
relatif,R%latif,(r-R.e-%.l-l.a-a.t-t.i-i.f-f)
relatifs,R%latif,(r-R.e-%.l-l.a-a.t-t.i-i.f-f.s-#)
relation,R%lasj§,(r-R.e-%.l-l.a-a.t-s.i-j.on-§)
relations,R%lasj§,(r-R.e-%.l-l.a-a.t-s.i-j.on-§.s-#)
relative,R%lativ,(r-R.e-%.l-l.a-a.t-t.i-i.v-v.e-#)
relative,R%lativ,(r-R.e-%.l-l.a-a.t-t.i-i.v-v.e-#)
relativement,R%lativm@,(r-R.e-%.l-l.a-a.t-t.i-i.v-v.e-#.m-m.en-@.t-#)
relatives,R%lativ,(r-R.e-%.l-l.a-a.t-t.i-i.v-v.e-#.s-#)
relava,R%lava,(r-R.e-%.l-l.a-a.v-v.a-a)
relavait,R%lavE,(r-R.e-%.l-l.a-a.v-v.ai-E.t-#)
relaver,R%lave,(r-R.e-%.l-l.a-a.v-v.er-e)
relaxe,R%laks%,(r-R.e-%.l-l.a-a.x-ks.e-%)
relayaient,R%lejE,(r-R.e-%.l-l.ay-ej.ai-E.e-#.n-#.t-#)
relayant,R%lej@,(r-R.e-%.l-l.ay-ej.an-@.t-#)
relayé,R%leje,(r-R.e-%.l-l.ay-ej.é-e)
relayés,R%leje,(r-R.e-%.l-l.ay-ej.é-e.s-#)
relayeurs,R%lEj9R,(r-R.e-%.l-l.ay-Ej.eu-9.r-R.s-#)
relecture,R%lEktyR,(r-R.e-%.l-l.e-E.c-k.t-t.u-y.r-R.e-#)
releva,R%lva,(r-R.e-%.l-l.e-#.v-v.a-a)
relevai,R%lvE,(r-R.e-%.l-l.e-#.v-v.ai-E)
relevait,R%lvE,(r-R.e-%.l-l.e-#.v-v.ai-E.t-#)
relevâmes,R%lvam,(r-R.e-%.l-l.e-#.v-v.â-a.m-m.e-#.s-#)
relevant,R%lv@,(r-R.e-%.l-l.e-#.v-v.an-@.t-#)
relève,R%lEv,(r-R.e-%.l-l.è-E.v-v.e-#)
relevé,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e)
relevé,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e)
relevé,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e)
relevée,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e.e-#)
relevée,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e.e-#)
relevées,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e.e-#.s-#)
relevées,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e.e-#.s-#)
relèvent,R%lEv,(r-R.e-%.l-l.è-E.v-v.e-#.n-#.t-#)
relever,R%lve,(r-R.e-%.l-l.e-#.v-v.er-e)
relevèrent,R%lvER,(r-R.e-%.l-l.e-#.v-v.è-E.r-R.e-#.n-#.t-#)
relèves,R%lEv,(r-R.e-%.l-l.è-E.v-v.e-#.s-#)
relevés,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e.s-#)
relevés,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e.s-#)
relevés,R%lve,(r-R.e-%.l-l.e-#.v-v.é-e.s-#)
relevez,R%lve,(r-R.e-%.l-l.e-#.v-v.ez-e)
relevons,R%lv§,(r-R.e-%.l-l.e-#.v-v.on-§.s-#)
reliaient,R%ljE,(r-R.e-%.l-l.i-j.ai-E.e-#.n-#.t-#)
reliant,R%lj@,(r-R.e-%.l-l.i-j.an-@.t-#)
relie,R%li,(r-R.e-%.l-l.i-i.e-#)
relié,R%lje,(r-R.e-%.l-l.i-j.é-e)
relié,R%lje,(r-R.e-%.l-l.i-j.é-e)
reliée,R%lje,(r-R.e-%.l-l.i-j.é-e.e-#)
reliées,R%lje,(r-R.e-%.l-l.i-j.é-e.e-#.s-#)
relief,R%ljEf,(r-R.e-%.l-l.i-j.e-E.f-f)
reliefs,R%ljEf,(r-R.e-%.l-l.i-j.e-E.f-f.s-#)
relient,R%li,(r-R.e-%.l-l.i-i.e-#.n-#.t-#)
relier,R%lje,(r-R.e-%.l-l.i-j.er-e)
relies,R%li,(r-R.e-%.l-l.i-i.e-#.s-#)
reliés,R%lje,(r-R.e-%.l-l.i-j.é-e.s-#)
reliés,R%lje,(r-R.e-%.l-l.i-j.é-e.s-#)
relieur,R%lj9R,(r-R.e-%.l-l.i-j.eu-9.r-R)
reliez,R%lje,(r-R.e-%.l-l.i-j.ez-e)
religieuse,R%liZj9z,(r-R.e-%.l-l.i-i.g-Z.i-j.eu-9.s-z.e-#)
religieusement,R%liZj9zm@,(r-R.e-%.l-l.i-i.g-Z.i-j.eu-9.s-z.e-#.m-m.en-@.t-#)
religieuses,R%liZj9z,(r-R.e-%.l-l.i-i.g-Z.i-j.eu-9.s-z.e-#.s-#)
religieuses,R%liZj9z,(r-R.e-%.l-l.i-i.g-Z.i-j.eu-9.s-z.e-#.s-#)
religieux,R%liZj9,(r-R.e-%.l-l.i-i.g-Z.i-j.eu-9.x-#)
religieux,R%liZj9,(r-R.e-%.l-l.i-i.g-Z.i-j.eu-9.x-#)
religion,R%liZj§,(r-R.e-%.l-l.i-i.g-Z.i-j.on-§)
reliquaire,R%likER,(r-R.e-%.l-l.i-i.qu-k.ai-E.r-R.e-#)
relire,R%liR,(r-R.e-%.l-l.i-i.r-R.e-#)
relis,R%li,(r-R.e-%.l-l.i-i.s-#)
relisant,R%liz@,(r-R.e-%.l-l.i-i.s-z.an-@.t-#)
relisez,R%lize,(r-R.e-%.l-l.i-i.s-z.ez-e)
relit,R%li,(r-R.e-%.l-l.i-i.t-#)
reliure,R%ljyR,(r-R.e-%.l-l.i-j.u-y.r-R.e-#)
relu,R%ly,(r-R.e-%.l-l.u-y)
relues,R%ly,(r-R.e-%.l-l.u-y.e-#.s-#)
reluire,R%l8iR,(r-R.e-%.l-l.u-8.i-i.r-R.e-#)
reluisaient,R%l8izE,(r-R.e-%.l-l.u-8.i-i.s-z.ai-E.e-#.n-#.t-#)
reluisait,R%l8izE,(r-R.e-%.l-l.u-8.i-i.s-z.ai-E.t-#)
reluisantes,R%l8iz@t,(r-R.e-%.l-l.u-8.i-i.s-z.an-@.t-t.e-#.s-#)
relus,R%ly,(r-R.e-%.l-l.u-y.s-#)
relut,R%ly,(r-R.e-%.l-l.u-y.t-#)
remâcher,R%mASe,(r-R.e-%.m-m.â-A.ch-S.er-e)
remange,R%m@Z,(r-R.e-%.m-m.an-@.g-Z.e-#)
remarche,R%maRS%,(r-R.e-%.m-m.a-a.r-R.ch-S.e-%)
remaria,R%maRja,(r-R.e-%.m-m.a-a.r-R.i-j.a-a)
remarqua,R%maRka,(r-R.e-%.m-m.a-a.r-R.qu-k.a-a)
remarquable,R%maRkabl%,(r-R.e-%.m-m.a-a.r-R.qu-k.a-a.b-b.l-l.e-%)
remarquablement,R%maRkabl%m@,(r-R.e-%.m-m.a-a.r-R.qu-k.a-a.b-b.l-l.e-%.m-m.en-@.t-#)
remarquables,R%maRkabl%,(r-R.e-%.m-m.a-a.r-R.qu-k.a-a.b-b.l-l.e-%.s-#)
remarquai,R%maRkE,(r-R.e-%.m-m.a-a.r-R.qu-k.ai-E)
remarquant,R%maRk@,(r-R.e-%.m-m.a-a.r-R.qu-k.an-@.t-#)
remarque,R%maRk,(r-R.e-%.m-m.a-a.r-R.qu-k.e-#)
remarque,R%maRk,(r-R.e-%.m-m.a-a.r-R.qu-k.e-#)
remarqué,R%maRke,(r-R.e-%.m-m.a-a.r-R.qu-k.é-e)
remarquée,R%maRke,(r-R.e-%.m-m.a-a.r-R.qu-k.é-e.e-#)
remarquent,R%maRk%,(r-R.e-%.m-m.a-a.r-R.qu-k.e-%.n-#.t-#)
remarquer,R%maRke,(r-R.e-%.m-m.a-a.r-R.qu-k.er-e)
remarquerait,R%maRkRE,(r-R.e-%.m-m.a-a.r-R.qu-k.e-#.r-R.ai-E.t-#)
remarqueras,R%maRkRa,(r-R.e-%.m-m.a-a.r-R.qu-k.e-#.r-R.a-a.s-#)
remarquèrent,R%maRkER,(r-R.e-%.m-m.a-a.r-R.qu-k.è-E.r-R.e-#.n-#.t-#)
remarques,R%maRk%,(r-R.e-%.m-m.a-a.r-R.qu-k.e-%.s-#)
remarques,R%maRk%,(r-R.e-%.m-m.a-a.r-R.qu-k.e-%.s-#)
remarqués,R%maRke,(r-R.e-%.m-m.a-a.r-R.qu-k.é-e.s-#)
remarquez,R%maRke,(r-R.e-%.m-m.a-a.r-R.qu-k.ez-e)
remarquons,R%maRk§,(r-R.e-%.m-m.a-a.r-R.qu-k.on-§.s-#)
rembarquer,R@baRke,(r-R.em-@.b-b.a-a.r-R.qu-k.er-e)
rembarquez,R@baRke,(r-R.em-@.b-b.a-a.r-R.qu-k.ez-e)
remblai,R@blE,(r-R.em-@.b-b.l-l.ai-E)
remblais,R@blE,(r-R.em-@.b-b.l-l.ai-E.s-#)
rembobiner,R@bobine,(r-R.em-@.b-b.o-o.b-b.i-i.n-n.er-e)
rembourrage,R@buRaZ,(r-R.em-@.b-b.ou-u.rr-R.a-a.g-Z.e-#)
rembourré,R@buRe,(r-R.em-@.b-b.ou-u.rr-R.é-e)
rembourrée,R@buRe,(r-R.em-@.b-b.ou-u.rr-R.é-e.e-#)
rembourrés,R@buRe,(r-R.em-@.b-b.ou-u.rr-R.é-e.s-#)
rembourse,R@buRs%,(r-R.em-@.b-b.ou-u.r-R.s-s.e-%)
remboursé,R@buRse,(r-R.em-@.b-b.ou-u.r-R.s-s.é-e)
remboursement,R@buRs%m@,(r-R.em-@.b-b.ou-u.r-R.s-s.e-%.m-m.en-@.t-#)
rembourser,R@buRse,(r-R.em-@.b-b.ou-u.r-R.s-s.er-e)
rembruni,R@bRyni,(r-R.em-@.b-b.r-R.u-y.n-n.i-i)
rembrunit,R@bRyni,(r-R.em-@.b-b.r-R.u-y.n-n.i-i.t-#)
remède,R%mEd,(r-R.e-%.m-m.è-E.d-d.e-#)
remèdes,R%mEd,(r-R.e-%.m-m.è-E.d-d.e-#.s-#)
remédier,R%medje,(r-R.e-%.m-m.é-e.d-d.i-j.er-e)
remémorant,R%memoR@,(r-R.e-%.m-m.é-e.m-m.o-o.r-R.an-@.t-#)
remémorer,R%memoRe,(r-R.e-%.m-m.é-e.m-m.o-o.r-R.er-e)
remercia,R%mERsja,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.a-a)
remerciai,R%mERsjE,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.ai-E)
remerciaient,R%mERsjE,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.ai-E.e-#.n-#.t-#)
remerciais,R%mERsjE,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.ai-E.s-#)
remerciant,R%mERsj@,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.an-@.t-#)
remercie,R%mERsi,(r-R.e-%.m-m.e-E.r-R.c-s.i-i.e-#)
remercié,R%mERsje,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.é-e)
remerciée,R%mERsje,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.é-e.e-#)
remerciement,R%mERsim@,(r-R.e-%.m-m.e-E.r-R.c-s.i-i.e-#.m-m.en-@.t-#)
remerciements,R%mERsim@,(r-R.e-%.m-m.e-E.r-R.c-s.i-i.e-#.m-m.en-@.t-#.s-#)
remercient,R%mERsi,(r-R.e-%.m-m.e-E.r-R.c-s.i-i.e-#.n-#.t-#)
remercier,R%mERsje,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.er-e)
remercierai,R%mERsiRE,(r-R.e-%.m-m.e-E.r-R.c-s.i-i.e-#.r-R.ai-E)
remercieras,R%mERsiRa,(r-R.e-%.m-m.e-E.r-R.c-s.i-i.e-#.r-R.a-a.s-#)
remercièrent,R%mERsjER,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.è-E.r-R.e-#.n-#.t-#)
remercierez,R%mERsiRe,(r-R.e-%.m-m.e-E.r-R.c-s.i-i.e-#.r-R.ez-e)
remercies,R%mERsi,(r-R.e-%.m-m.e-E.r-R.c-s.i-i.e-#.s-#)
remerciez,R%mERsje,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.ez-e)
remercions,R%mERsj§,(r-R.e-%.m-m.e-E.r-R.c-s.i-j.on-§.s-#)
remet,R%mE,(r-R.e-%.m-m.e-E.t-#)
remets,R%mE,(r-R.e-%.m-m.e-E.t-#.s-#)
remettaient,R%mEtE,(r-R.e-%.m-m.e-E.tt-t.ai-E.e-#.n-#.t-#)
remettait,R%mEtE,(r-R.e-%.m-m.e-E.tt-t.ai-E.t-#)
remettant,R%mEt@,(r-R.e-%.m-m.e-E.tt-t.an-@.t-#)
remettent,R%mEt,(r-R.e-%.m-m.e-E.tt-t.e-#.n-#.t-#)
remettez,R%mEte,(r-R.e-%.m-m.e-E.tt-t.ez-e)
remettiez,R%mEtje,(r-R.e-%.m-m.e-E.tt-t.i-j.ez-e)
remettra,R%mEtRa,(r-R.e-%.m-m.e-E.tt-t.r-R.a-a)
remettrai,R%mEtRE,(r-R.e-%.m-m.e-E.tt-t.r-R.ai-E)
remettraient,R%mEtRE,(r-R.e-%.m-m.e-E.tt-t.r-R.ai-E.e-#.n-#.t-#)
remettrait,R%mEtRE,(r-R.e-%.m-m.e-E.tt-t.r-R.ai-E.t-#)
remettre,R%mEtR%,(r-R.e-%.m-m.e-E.tt-t.r-R.e-%)
remettrez,R%mEtRe,(r-R.e-%.m-m.e-E.tt-t.r-R.ez-e)
remettrons,R%mEtR§,(r-R.e-%.m-m.e-E.tt-t.r-R.on-§.s-#)
rémi,Remi,(r-R.é-e.m-m.i-i)
rémiges,RemiZ,(r-R.é-e.m-m.i-i.g-Z.e-#.s-#)
remîmes,R%mim,(r-R.e-%.m-m.î-i.m-m.e-#.s-#)
remirent,R%miR,(r-R.e-%.m-m.i-i.r-R.e-#.n-#.t-#)
remis,R%mi,(r-R.e-%.m-m.i-i.s-#)
remis,R%mi,(r-R.e-%.m-m.i-i.s-#)
remisait,R%mizE,(r-R.e-%.m-m.i-i.s-z.ai-E.t-#)
remise,R%miz,(r-R.e-%.m-m.i-i.s-z.e-#)
remise,R%miz,(r-R.e-%.m-m.i-i.s-z.e-#)
remise,R%miz,(r-R.e-%.m-m.i-i.s-z.e-#)
remises,R%miz,(r-R.e-%.m-m.i-i.s-z.e-#.s-#)
remises,R%miz,(r-R.e-%.m-m.i-i.s-z.e-#.s-#)
rémission,Remisj§,(r-R.é-e.m-m.i-i.ss-s.i-j.on-§)
remit,R%mi,(r-R.e-%.m-m.i-i.t-#)
remonta,R%m§ta,(r-R.e-%.m-m.on-§.t-t.a-a)
remontage,R%m§taZ,(r-R.e-%.m-m.on-§.t-t.a-a.g-Z.e-#)
remontai,R%m§tE,(r-R.e-%.m-m.on-§.t-t.ai-E)
remontaient,R%m§tE,(r-R.e-%.m-m.on-§.t-t.ai-E.e-#.n-#.t-#)
remontait,R%m§tE,(r-R.e-%.m-m.on-§.t-t.ai-E.t-#)
remontâmes,R%m§tam,(r-R.e-%.m-m.on-§.t-t.â-a.m-m.e-#.s-#)
remontant,R%m§t@,(r-R.e-%.m-m.on-§.t-t.an-@.t-#)
remontant,R%m§t@,(r-R.e-%.m-m.on-§.t-t.an-@.t-#)
remonte,R%m§t,(r-R.e-%.m-m.on-§.t-t.e-#)
remonté,R%m§te,(r-R.e-%.m-m.on-§.t-t.é-e)
remontée,R%m§te,(r-R.e-%.m-m.on-§.t-t.é-e.e-#)
remontée,R%m§te,(r-R.e-%.m-m.on-§.t-t.é-e.e-#)
remontées,R%m§te,(r-R.e-%.m-m.on-§.t-t.é-e.e-#.s-#)
remontées,R%m§te,(r-R.e-%.m-m.on-§.t-t.é-e.e-#.s-#)
remontent,R%m§t,(r-R.e-%.m-m.on-§.t-t.e-#.n-#.t-#)
remonter,R%m§te,(r-R.e-%.m-m.on-§.t-t.er-e)
remontera,R%m§tRa,(r-R.e-%.m-m.on-§.t-t.e-#.r-R.a-a)
remonterai,R%m§tRE,(r-R.e-%.m-m.on-§.t-t.e-#.r-R.ai-E)
remonterait,R%m§tRE,(r-R.e-%.m-m.on-§.t-t.e-#.r-R.ai-E.t-#)
remontèrent,R%m§tER,(r-R.e-%.m-m.on-§.t-t.è-E.r-R.e-#.n-#.t-#)
remonterons,R%m§tR§,(r-R.e-%.m-m.on-§.t-t.e-#.r-R.on-§.s-#)
remonteront,R%m§tR§,(r-R.e-%.m-m.on-§.t-t.e-#.r-R.on-§.t-#)
remontes,R%m§t,(r-R.e-%.m-m.on-§.t-t.e-#.s-#)
remontés,R%m§te,(r-R.e-%.m-m.on-§.t-t.é-e.s-#)
remontions,R%m§tj§,(r-R.e-%.m-m.on-§.t-t.i-j.on-§.s-#)
remontoir,R%m§twaR,(r-R.e-%.m-m.on-§.t-t.oi-wa.r-R)
remontons,R%m§t§,(r-R.e-%.m-m.on-§.t-t.on-§.s-#)
remontrance,R%m§tR@s,(r-R.e-%.m-m.on-§.t-t.r-R.an-@.c-s.e-#)
remontrances,R%m§tR@s,(r-R.e-%.m-m.on-§.t-t.r-R.an-@.c-s.e-#.s-#)
remords,R%moR,(r-R.e-%.m-m.o-o.r-R.d-#.s-#)
remorquage,R%moRkaZ,(r-R.e-%.m-m.o-o.r-R.qu-k.a-a.g-Z.e-#)
remorquait,R%moRkE,(r-R.e-%.m-m.o-o.r-R.qu-k.ai-E.t-#)
remorquâmes,R%moRkam,(r-R.e-%.m-m.o-o.r-R.qu-k.â-a.m-m.e-#.s-#)
remorquant,R%moRk@,(r-R.e-%.m-m.o-o.r-R.qu-k.an-@.t-#)
remorque,R%moRk%,(r-R.e-%.m-m.o-o.r-R.qu-k.e-%)
remorqué,R%moRke,(r-R.e-%.m-m.o-o.r-R.qu-k.é-e)
remorquer,R%moRke,(r-R.e-%.m-m.o-o.r-R.qu-k.er-e)
remorqués,R%moRke,(r-R.e-%.m-m.o-o.r-R.qu-k.é-e.s-#)
remorqueur,R%moRk9R,(r-R.e-%.m-m.o-o.r-R.qu-k.eu-9.r-R)
remorqueur,R%moRk9R,(r-R.e-%.m-m.o-o.r-R.qu-k.eu-9.r-R)
remorqueurs,R%moRk9R,(r-R.e-%.m-m.o-o.r-R.qu-k.eu-9.r-R.s-#)
remorquez,R%moRke,(r-R.e-%.m-m.o-o.r-R.qu-k.ez-e)
rémoulade,Remulad,(r-R.é-e.m-m.ou-u.l-l.a-a.d-d.e-#)
rémouleur,Remul9R,(r-R.é-e.m-m.ou-u.l-l.eu-9.r-R)
remous,R%mu,(r-R.e-%.m-m.ou-u.s-#)
rempailleuse,R@pAj9z,(r-R.em-@.p-p.a-A.ill-j.eu-9.s-z.e-#)
rempart,R@paR,(r-R.em-@.p-p.a-a.r-R.t-#)
remparts,R@paR,(r-R.em-@.p-p.a-a.r-R.t-#.s-#)
remplaçaient,R@plasE,(r-R.em-@.p-p.l-l.a-a.ç-s.ai-E.e-#.n-#.t-#)
remplaçait,R@plasE,(r-R.em-@.p-p.l-l.a-a.ç-s.ai-E.t-#)
remplaçant,R@plas@,(r-R.em-@.p-p.l-l.a-a.ç-s.an-@.t-#)
remplaçant,R@plas@,(r-R.em-@.p-p.l-l.a-a.ç-s.an-@.t-#)
remplaçante,R@plas@t,(r-R.em-@.p-p.l-l.a-a.ç-s.an-@.t-t.e-#)
remplaçants,R@plas@,(r-R.em-@.p-p.l-l.a-a.ç-s.an-@.t-#.s-#)
remplace,R@plas,(r-R.em-@.p-p.l-l.a-a.c-s.e-#)
remplacé,R@plase,(r-R.em-@.p-p.l-l.a-a.c-s.é-e)
remplacée,R@plase,(r-R.em-@.p-p.l-l.a-a.c-s.é-e.e-#)
remplacées,R@plase,(r-R.em-@.p-p.l-l.a-a.c-s.é-e.e-#.s-#)
remplacement,R@plasm@,(r-R.em-@.p-p.l-l.a-a.c-s.e-#.m-m.en-@.t-#)
remplacent,R@plas,(r-R.em-@.p-p.l-l.a-a.c-s.e-#.n-#.t-#)
remplacer,R@plase,(r-R.em-@.p-p.l-l.a-a.c-s.er-e)
remplacera,R@plasRa,(r-R.em-@.p-p.l-l.a-a.c-s.e-#.r-R.a-a)
remplacerai,R@plasRE,(r-R.em-@.p-p.l-l.a-a.c-s.e-#.r-R.ai-E)
remplacerait,R@plasRE,(r-R.em-@.p-p.l-l.a-a.c-s.e-#.r-R.ai-E.t-#)
remplaceras,R@plasRa,(r-R.em-@.p-p.l-l.a-a.c-s.e-#.r-R.a-a.s-#)
remplaces,R@plas,(r-R.em-@.p-p.l-l.a-a.c-s.e-#.s-#)
remplacés,R@plase,(r-R.em-@.p-p.l-l.a-a.c-s.é-e.s-#)
remplacez,R@plase,(r-R.em-@.p-p.l-l.a-a.c-s.ez-e)
rempli,R@pli,(r-R.em-@.p-p.l-l.i-i)
rempli,R@pli,(r-R.em-@.p-p.l-l.i-i)
remplie,R@pli,(r-R.em-@.p-p.l-l.i-i.e-#)
remplie,R@pli,(r-R.em-@.p-p.l-l.i-i.e-#)
remplies,R@pli,(r-R.em-@.p-p.l-l.i-i.e-#.s-#)
remplir,R@pliR,(r-R.em-@.p-p.l-l.i-i.r-R)
remplira,R@pliRa,(r-R.em-@.p-p.l-l.i-i.r-R.a-a)
remplirai,R@pliRE,(r-R.em-@.p-p.l-l.i-i.r-R.ai-E)
remplirait,R@pliRE,(r-R.em-@.p-p.l-l.i-i.r-R.ai-E.t-#)
remplirent,R@pliR,(r-R.em-@.p-p.l-l.i-i.r-R.e-#.n-#.t-#)
remplirons,R@pliR§,(r-R.em-@.p-p.l-l.i-i.r-R.on-§.s-#)
remplis,R@pli,(r-R.em-@.p-p.l-l.i-i.s-#)
remplis,R@pli,(r-R.em-@.p-p.l-l.i-i.s-#)
remplissage,R@plisaZ,(r-R.em-@.p-p.l-l.i-i.ss-s.a-a.g-Z.e-#)
remplissaient,R@plisE,(r-R.em-@.p-p.l-l.i-i.ss-s.ai-E.e-#.n-#.t-#)
remplissais,R@plisE,(r-R.em-@.p-p.l-l.i-i.ss-s.ai-E.s-#)
remplissait,R@plisE,(r-R.em-@.p-p.l-l.i-i.ss-s.ai-E.t-#)
remplissant,R@plis@,(r-R.em-@.p-p.l-l.i-i.ss-s.an-@.t-#)
remplisse,R@plis,(r-R.em-@.p-p.l-l.i-i.ss-s.e-#)
remplissent,R@plis,(r-R.em-@.p-p.l-l.i-i.ss-s.e-#.n-#.t-#)
remplissez,R@plise,(r-R.em-@.p-p.l-l.i-i.ss-s.ez-e)
remplissions,R@plisj§,(r-R.em-@.p-p.l-l.i-i.ss-s.i-j.on-§.s-#)
remplissons,R@plis§,(r-R.em-@.p-p.l-l.i-i.ss-s.on-§.s-#)
remplit,R@pli,(r-R.em-@.p-p.l-l.i-i.t-#)
remportait,R@poRtE,(r-R.em-@.p-p.o-o.r-R.t-t.ai-E.t-#)
remportant,R@poRt@,(r-R.em-@.p-p.o-o.r-R.t-t.an-@.t-#)
remporte,R@poRt%,(r-R.em-@.p-p.o-o.r-R.t-t.e-%)
remporté,R@poRte,(r-R.em-@.p-p.o-o.r-R.t-t.é-e)
remportent,R@poRt%,(r-R.em-@.p-p.o-o.r-R.t-t.e-%.n-#.t-#)
remporter,R@poRte,(r-R.em-@.p-p.o-o.r-R.t-t.er-e)
remportera,R@poRtRa,(r-R.em-@.p-p.o-o.r-R.t-t.e-#.r-R.a-a)
remua,R%m8a,(r-R.e-%.m-m.u-8.a-a)
remuai,R%m8E,(r-R.e-%.m-m.u-8.ai-E)
remuaient,R%m8E,(r-R.e-%.m-m.u-8.ai-E.e-#.n-#.t-#)
remuait,R%m8E,(r-R.e-%.m-m.u-8.ai-E.t-#)
remuant,R%m8@,(r-R.e-%.m-m.u-8.an-@.t-#)
remuant,R%m8@,(r-R.e-%.m-m.u-8.an-@.t-#)
remuants,R%m8@,(r-R.e-%.m-m.u-8.an-@.t-#.s-#)
remue,R%my,(r-R.e-%.m-m.u-y.e-#)
remué,R%m8e,(r-R.e-%.m-m.u-8.é-e)
remuent,R%my,(r-R.e-%.m-m.u-y.e-#.n-#.t-#)
remuer,R%m8e,(r-R.e-%.m-m.u-8.er-e)
remuerai,R%myRE,(r-R.e-%.m-m.u-y.e-#.r-R.ai-E)
remueras,R%myRa,(r-R.e-%.m-m.u-y.e-#.r-R.a-a.s-#)
remuèrent,R%m8ER,(r-R.e-%.m-m.u-8.è-E.r-R.e-#.n-#.t-#)
remues,R%my,(r-R.e-%.m-m.u-y.e-#.s-#)
remuez,R%mye,(r-R.e-%.m-m.u-y.ez-e)
rémunération,RemyneRasj§,(r-R.é-e.m-m.u-y.n-n.é-e.r-R.a-a.t-s.i-j.on-§)
rémunéré,RemyneRe,(r-R.é-e.m-m.u-y.n-n.é-e.r-R.é-e)
